sample-id,depth-1_iter-1,depth-1_iter-2,depth-1_iter-3,depth-1_iter-4,depth-1_iter-5,depth-1_iter-6,depth-1_iter-7,depth-1_iter-8,depth-1_iter-9,depth-1_iter-10,depth-5556_iter-1,depth-5556_iter-2,depth-5556_iter-3,depth-5556_iter-4,depth-5556_iter-5,depth-5556_iter-6,depth-5556_iter-7,depth-5556_iter-8,depth-5556_iter-9,depth-5556_iter-10,depth-11111_iter-1,depth-11111_iter-2,depth-11111_iter-3,depth-11111_iter-4,depth-11111_iter-5,depth-11111_iter-6,depth-11111_iter-7,depth-11111_iter-8,depth-11111_iter-9,depth-11111_iter-10,depth-16667_iter-1,depth-16667_iter-2,depth-16667_iter-3,depth-16667_iter-4,depth-16667_iter-5,depth-16667_iter-6,depth-16667_iter-7,depth-16667_iter-8,depth-16667_iter-9,depth-16667_iter-10,depth-22222_iter-1,depth-22222_iter-2,depth-22222_iter-3,depth-22222_iter-4,depth-22222_iter-5,depth-22222_iter-6,depth-22222_iter-7,depth-22222_iter-8,depth-22222_iter-9,depth-22222_iter-10,depth-27778_iter-1,depth-27778_iter-2,depth-27778_iter-3,depth-27778_iter-4,depth-27778_iter-5,depth-27778_iter-6,depth-27778_iter-7,depth-27778_iter-8,depth-27778_iter-9,depth-27778_iter-10,depth-33333_iter-1,depth-33333_iter-2,depth-33333_iter-3,depth-33333_iter-4,depth-33333_iter-5,depth-33333_iter-6,depth-33333_iter-7,depth-33333_iter-8,depth-33333_iter-9,depth-33333_iter-10,depth-38889_iter-1,depth-38889_iter-2,depth-38889_iter-3,depth-38889_iter-4,depth-38889_iter-5,depth-38889_iter-6,depth-38889_iter-7,depth-38889_iter-8,depth-38889_iter-9,depth-38889_iter-10,depth-44444_iter-1,depth-44444_iter-2,depth-44444_iter-3,depth-44444_iter-4,depth-44444_iter-5,depth-44444_iter-6,depth-44444_iter-7,depth-44444_iter-8,depth-44444_iter-9,depth-44444_iter-10,depth-50000_iter-1,depth-50000_iter-2,depth-50000_iter-3,depth-50000_iter-4,depth-50000_iter-5,depth-50000_iter-6,depth-50000_iter-7,depth-50000_iter-8,depth-50000_iter-9,depth-50000_iter-10,SwabID,Pig,Location,Timepoint,Date,Day,Decomp_Stage,Submerged,Temp,Salinity,ADD,ADH
FP100,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.407365395472456,5.433542487648973,5.384512614815379,5.4175375496675535,5.437254246702157,5.436619514133158,5.447414759196923,5.413009502529922,5.459355395356837,5.393831823891198,5.441967755456621,5.46015628623988,5.430643808203865,5.446819702763393,5.41614488308377,5.419941681266641,5.438969632401819,5.429842525020902,5.446052579825387,5.430963784092909,5.441681335763046,5.449590391160222,5.441243468176197,5.468419097488901,5.4358525188912,5.441863838422543,5.456417010323823,5.450217499539747,5.443303504014369,5.446190884255479,5.425979686144176,5.458565663437653,5.448369369561978,5.4534446927621945,5.446109498574027,5.448415324119928,5.449866678139496,5.445134770011887,5.446173514761069,5.446856488770376,5.438736090654488,5.449701037510803,5.435970432073762,5.44736099855926,5.43682546745164,5.440288957040233,5.449560693930484,5.43826767010742,5.4479559860011335,5.447822770871623,5.448415180893945,5.443085638318163,5.437244934815109,5.457600344460466,5.451772711240355,5.4525283425255635,5.440428241598433,5.434059892486355,5.450835598527774,5.4443815029096765,5.448505313068057,5.452092008788299,5.440340951253004,5.448983776214413,5.437448999767543,5.449297574455249,5.45024979564645,5.45054660289418,5.45311725868361,5.45074538605561,5.447558239236407,5.446752673535698,5.449741449867097,5.4524905039174545,5.449259260258849,5.444675679362794,5.447325439884152,5.454122916729877,5.452152030892132,5.444397556597201,5.452545099529176,5.442371800724066,5.4435740920703575,5.445974527267683,5.447671522157739,5.4473252975758975,5.444380287180358,5.446142987978706,5.446280200993587,5.4470106987518125,2-7L3,2,L3,7,8/16/2018,21,Advanced_Floating_Decay,NA,NA,NA,NA,NA
FP101,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.923767047652731,5.846318432794509,5.906198627664655,5.926499587414122,5.960645539304499,5.895456690096583,5.931491904637727,5.939295949462038,5.8822516357676475,5.953910010978176,5.976002028384187,5.971660211447153,5.995819653000212,5.9612315113905945,5.939636140240004,5.888482027799763,5.935928277550499,5.9591881061353735,5.994698177436135,5.979594924337518,5.968217143054821,5.9876034583410345,5.949391095688697,5.970675960609083,5.97501200115822,5.972977980027733,5.967181866011335,5.974385016205029,5.98778139661368,5.968592163509111,6.011895843736639,5.978914224263879,5.967572581991421,5.974700262634003,5.992180480769022,5.964950233642516,5.9816394571146825,5.9570300437954335,6.003824170861359,5.966982527716576,5.988877038380672,5.989352076757237,5.992070357489214,5.971716971637297,6.011407237378058,5.985150653708268,5.970493122338542,5.97966116310349,5.981526274391248,5.980607699550198,5.983626066859918,5.9831432105714075,5.989231617886679,5.979234916752813,5.986184112925891,5.991550166094829,5.988805071720063,5.981394507211586,5.974683830390168,5.975266202119074,5.980497299214615,5.986971392910226,5.997343266800557,5.982392257577877,5.991670982395103,6.000309507210368,6.0034619073067415,5.9856517097132125,5.9693692235063835,5.99524215990439,5.9826526725957025,5.992681288482734,5.978788764064492,5.988934022277177,5.987579375706155,5.986273153138141,5.972255576940164,5.9859250881373045,6.0045741946275895,5.980549286445882,5.9768263011666285,5.972984896788457,5.993401930245388,5.9908798638537215,5.985885357180015,5.9896401764747065,5.981670413845816,5.985652159215583,5.976685201262406,5.977355437601096,2-7L4,2,L4,7,8/16/2018,21,Advanced_Floating_Decay,NA,NA,NA,NA,NA
FP102,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.269164707213319,6.302767072903054,6.268509845349005,6.301265746497339,6.377258740568674,6.319088014091038,6.341184753958828,6.295074641933999,6.305519986249313,6.296759780826872,6.335143277518288,6.356523434660486,6.340533890048676,6.357992710938001,6.325138388373903,6.37512262213348,6.336346480620484,6.3419805255028106,6.319427631743851,6.3508515632243165,6.340503030579609,6.3703686445731975,6.366156099593229,6.342377516718797,6.351077019491551,6.347908285279499,6.330870337053693,6.347393337179256,6.351880907592309,6.368978436611583,6.339213771549919,6.356733683614445,6.358601001626426,6.356194742940413,6.355082720490249,6.346362764353751,6.383766081300165,6.357174955869382,6.368815341596725,6.350383299041711,6.344315849124271,6.351364447737384,6.353606313568114,6.36735461417079,6.352155698999318,6.35269582528173,6.350214010583848,6.353399457936315,6.355765869633082,6.367165205162171,6.363736237069112,6.356102126573637,6.3668520746110095,6.368546963719755,6.371039052736951,6.341893844991184,6.359916701855383,6.346643432776957,6.368254605117624,6.365219251606334,6.3592736122747295,6.359733608603571,6.35947635849259,6.354610997716238,6.362009414027881,6.355826356981581,6.362925956143252,6.364957057177279,6.3616010110950505,6.365494814904523,6.35788859157156,6.371882811049821,6.360152683388599,6.359161377130796,6.364837264250439,6.37355983839564,6.365309672692377,6.3675516465630615,6.36061265106527,6.356757006417202,6.3624869278539276,6.365666574970586,6.3674847121702705,6.359226527001431,6.381323660381489,6.360378954780374,6.365521012956214,6.369484331244624,6.355072932532864,6.364159416270442,2-7L5,2,L5,7,8/16/2018,21,Advanced_Floating_Decay,NA,NA,NA,NA,NA
FP103,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.8976362476051682,3.9784991872167588,3.926301679162704,3.932262578273774,3.89564282151071,3.9101986322102884,3.9016533089034415,3.9647353507762277,3.8985505388682014,3.921848657858423,3.9268227380067744,3.9192119388088056,3.9637049770034687,3.9723769688434873,3.9352738098435434,3.930412853919333,3.936015923333298,3.912240869533151,3.9421601928266736,3.9149554478336035,3.9343587510802656,3.911934969521357,3.947641488850746,3.941475434101673,3.941953423500713,3.9273653191032247,3.9045051039089573,3.9486815185650506,3.9606955187907102,3.938571581766044,3.9199264378686474,3.9260073804526834,3.9371260472022103,3.9625465185835784,3.930763965443701,3.9320553799311524,3.9360447626926836,3.9268823365349563,3.9423504121177273,3.9517532242671085,3.9403469208689823,3.9254258334967362,3.925591152519899,3.939442342278898,3.9336245184012326,3.9353670327813215,3.9438727664642435,3.940579751441148,3.9310191510837456,3.9366321267490947,3.937415352700888,3.93856701169653,3.9442980320257175,3.9340937303683137,3.9312323393781923,3.9385552074172505,3.9438103955893578,3.937046576184674,3.928244333477814,3.93456275574438,3.936500216826751,3.933679454747751,3.935249728434418,3.9463193252753688,3.939511864150397,3.953790433554178,3.9347165930384036,3.9476103266099654,3.9430653237246287,3.944046365352289,3.9329252614337245,3.9432729168602205,3.939166074802888,3.943071390838094,3.9442830005989045,3.938678169385189,3.9500594832777898,3.941229653489026,3.939237307359411,3.9364658119042244,3.9404769555468184,3.937195317170006,3.9393765769326374,3.937904359869328,3.9369182329443797,3.934514139042,3.9395283356219823,3.9369555481881355,3.940540589100469,3.93890928268485,3-7L1,3,L1,7,8/16/2018,21,Advanced_Floating_Decay,NA,NA,NA,NA,NA
FP105,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.244393836142801,5.232315673592218,5.242501842822592,5.254549292294293,5.211013504441891,5.2405862590935035,5.263486773425991,5.223827785190792,5.208744465669535,5.242287512417366,5.233073800984915,5.242107894474025,5.2240593680045935,5.2327718042354965,5.21444041930069,5.241871528839491,5.251063960640167,5.227535247189205,5.233646528055906,5.227334684208853,5.236573830652854,5.238587154915995,5.240094668217973,5.210601603819182,5.2621994169751085,5.23736607312831,5.2113713641322885,5.231971746133513,5.256497935106656,5.2487398916459425,5.245447549194324,5.246138723992746,5.231278271884503,5.244198506054427,5.243222821989971,5.238654179426446,5.217123404582278,5.230515358948172,5.235069882212502,5.242323411124046,5.243213241424441,5.23412511401741,5.251180829660431,5.245588815212899,5.242100433508832,5.246202588616523,5.257480832612744,5.252751207519529,5.237456540041769,5.248711827224139,5.233985432786541,5.237697495411251,5.245716876133276,5.242383214494646,5.235774850693411,5.238341965656606,5.246181132144743,5.24064571697762,5.243012179729498,5.240572017129285,5.247787615854598,5.239964632713346,5.243876915500016,5.246250138264332,5.247581561679189,5.245229017849085,5.253935157344037,5.238733529565512,5.249702746280646,5.241073833021126,5.242156488231968,5.242049803472387,5.252288927152952,5.250464482139619,5.237080067772744,5.240946200768949,5.237398981518646,5.233879228877908,5.247743004050256,5.245079855414135,5.243492034676534,5.242172822817379,5.244327965956605,5.243330640063959,5.239737725483961,5.241368404012666,5.233858593221094,5.246306439772948,5.244995976916382,5.241067912648372,3-7L3,3,L3,7,8/16/2018,21,Advanced_Floating_Decay,NA,NA,NA,NA,NA
FP106,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.64670017449025,3.631529365385478,3.6125840282578077,3.69930080176666,3.6092147507068737,3.6552596086657996,3.52629990933757,3.6382312100503036,3.634865229658756,3.6091205179501977,3.5933648430120493,3.6792119093716797,3.7043945831954277,3.6552366251841946,3.6243674853683454,3.685919088229372,3.6477674070049124,3.6196344927356834,3.615141320609463,3.6080948909019352,3.650167903240739,3.6177575074960613,3.671281272860913,3.645184300480705,3.661476624428347,3.6365170445416757,3.643820502646589,3.630785998311737,3.5937885226307986,3.673027849168763,3.659953220796287,3.6821312504347987,3.659777122606604,3.625049256141239,3.662088484298592,3.6592971426054564,3.6716247573010996,3.6582608192322454,3.629663476026172,3.6412102030402185,3.6434983035131103,3.6333670152424142,3.6521071161243643,3.66965754164663,3.641406728191276,3.64627921964048,3.6694913978619854,3.652526408434099,3.6499513603372304,3.6589786700799993,3.638420300146103,3.645105477978384,3.6518685652310348,3.634381737666832,3.654911262715059,3.654583390962541,3.646035166445577,3.6533220280568117,3.6425201512956664,3.659970125601595,3.654661065764665,3.6457059298613363,3.651359818827469,3.64673799940214,3.6476543986021785,3.651135781407652,3.657127318203174,3.647978049929431,3.653442779799836,3.6455689095528436,,,,,,,,,,,,,,,,,,,,,3-7L4,3,L4,7,8/16/2018,21,Advanced_Floating_Decay,NA,NA,NA,NA,NA
FP107,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.5410158483146486,5.465573262017472,5.533913380413136,5.557826970564605,5.5459378367699745,5.52574071019837,5.53987677819187,5.547176947289983,5.536667088506002,5.55749167649975,5.56187576374235,5.532650762976519,5.55650996925536,5.596347727023308,5.546473453232665,5.568298100184975,5.5773367333371215,5.579487883143555,5.570449046240712,5.596008909286152,5.5524762411038076,5.575889424504351,5.561961472863885,5.530741896960492,5.58538520224523,5.56805317392075,5.55656722220928,5.549886614953006,5.562849377514,5.538996928464144,5.593355179284581,5.570524413512538,5.60103238387095,5.569839302699154,5.574858734665082,5.561311727570572,5.584655764864983,5.581980036990141,5.5491278067479675,5.567305784549377,5.591620230806616,5.543124533539644,5.576950709953269,5.571690051268336,5.570130326863057,5.573818159183429,5.583206924757576,5.581661153541637,5.576824831692519,5.566190537337741,5.5726509468662675,5.566656700069933,5.570511215522819,5.569623682629646,5.577971136702842,5.579311917743101,5.566273859872345,5.572083964577913,5.5641251847261035,5.56516547422739,5.57875732357631,5.570927578622423,5.558546145216293,5.564335445327283,5.572462803084868,5.556563127327636,5.572324033968009,5.575236398576466,5.584902059253768,5.571327003615704,5.591546858266208,5.581590024596249,5.587490987022059,5.589724281596023,5.5729998391592765,5.580117748885795,5.574239978997659,5.585166993192617,5.583507978473959,5.590547223405658,5.591257595171588,5.5766292820492245,5.584485347386564,5.583969709832666,5.584444554080352,5.573540504855949,5.57180888641986,5.559950465220378,5.558390179822398,5.578683014891797,3-7L5,3,L5,7,8/16/2018,21,Advanced_Floating_Decay,NA,NA,NA,NA,NA
FP108,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.477527830645634,5.4691066461825395,5.444857641898219,5.4431444147013055,5.494153247028673,5.437297333986025,5.464310662292174,5.441751776156958,5.493886824550344,5.469857521302635,5.48687311428003,5.499692834168724,5.487812391263928,5.48298213309447,5.475651498325672,5.4911998822137065,5.500885024145608,5.4808732000602065,5.486585297900319,5.4970567577229055,5.49239418899483,5.477900546933686,5.4607122878734025,5.512530352401269,5.497984888055255,5.498513807343373,5.482764697867613,5.476170429931673,5.495787864581879,5.507319971301164,5.501299928156419,5.49734668165555,5.523908800545436,5.501430933848018,5.475420757628881,5.492772528470288,5.514103611827054,5.494930077284234,5.50598577852136,5.507920620440858,5.492841805753199,5.476892372022864,5.508847156662818,5.504661746415669,5.504999175485206,5.500158738376211,5.495797175823771,5.502351676336333,5.523985420747768,5.512135099094228,5.498751252670008,5.49431665642588,5.502095700913342,5.503440330905193,5.514404736057763,5.507972538351856,5.502636074976339,5.508645429151287,5.496495566096476,5.494620456946102,5.497359062372123,5.490220063219319,5.505818483602868,5.498547595295101,5.50686076224694,5.505896590554974,5.502139053027506,5.48704374607902,5.502978152439683,5.494912382835403,5.5186974920343035,5.502296728572493,5.498033169872265,5.497105298883874,5.489192993048567,5.4986905126174,5.5049406347537095,5.499617279795036,5.507091855258804,5.490325272335127,5.500101200866712,5.510320020563774,5.506893113183505,5.511203501062202,5.501163369921855,5.5029983803259235,5.495698153763165,5.490693052417931,5.492837452545462,5.498618860393711,4-7L1,4,L1,7,8/16/2018,21,Advanced_Floating_Decay,NA,NA,NA,NA,NA
FP109,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.298572547790826,5.261991147162116,5.277346630321354,5.252808934366132,5.241136548131619,5.224072853520532,5.3088445243238525,5.2288990311178045,5.2359640827834415,5.2609960784047125,5.250831919160569,5.270941400814595,5.2572433068760915,5.282154221504561,5.260349312101668,5.2917671591152535,5.28864851734976,5.262250466566588,5.252208528417783,5.260063672923502,5.278485024385639,5.2695316413106035,5.264243163535226,5.272167714626536,5.263941602156504,5.258468226770955,5.275571480131779,5.262429329911777,5.256561325189642,5.257437279598444,5.252172674944557,5.258890046602241,5.272025386868295,5.2803464229943895,5.262498778643205,5.260537974353123,5.27220111199702,5.283844962287912,5.261778143274761,5.2809065913386695,5.269031017236043,5.2725658381916745,5.26304265534562,5.2670698057462095,5.268126412829405,5.273390357192201,5.2668161540798435,5.271708756977872,5.2685728803775635,5.268072151664132,5.267928130477048,5.274437512752458,5.265485541218204,5.272048616084452,5.268899880919603,5.266061633538997,5.271302658628476,5.2699570129870805,5.271173582366213,5.270186346799899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-7L2,4,L2,7,8/16/2018,21,Advanced_Floating_Decay,NA,NA,NA,NA,NA
FP110,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.719110784912121,4.7387346591758925,4.806753933278157,4.725219335025866,4.699016021606593,4.728637604487745,4.706157537240536,4.743674611226311,4.747351075735829,4.755746494238755,4.743852506786614,4.763866638760461,4.780310896060662,4.730191315242382,4.786546055605778,4.7603098580128735,4.736081724856292,4.731015061773713,4.762865174516934,4.719143956736239,4.732286000993937,4.755093299864094,4.713873696312801,4.784058253785063,4.767554308634877,4.763290698201387,4.75148725851596,4.74892805090094,4.729122796951226,4.743333779641861,4.788083924035375,4.763925020601712,4.748052915426817,4.7608280331126585,4.7416209260465525,4.751406965493036,4.744214396373073,4.738114154353289,4.761344875712934,4.76644007389723,4.743935873586002,4.761764122420853,4.750971142527009,4.753400332340657,4.752096014449148,4.748563110921321,4.750063562483402,4.759719628848312,4.765232394766396,4.76253530833617,4.749096093891192,4.774337096337189,4.769615480308642,4.746547372538255,4.759191179558273,4.754477784885536,4.763107336607839,4.745154165027122,4.756407696599384,4.747875210823204,4.751669204520144,4.756494405554305,4.758656770894632,4.755576402390076,4.745976829169017,4.776721576231286,4.761168230250782,4.747182608421563,4.735006440239742,4.757899815128446,4.748988350535105,4.752563546637208,4.755830840486698,4.74558148867955,4.762271161749663,4.7561158373579415,4.755645748698806,4.757088295280664,4.755515926249206,4.7555438204917735,4.750589030035169,4.761179479412312,4.7538633544357065,4.755984313551296,4.755612792695466,4.753880982830608,4.750132708217237,4.757247532844719,4.749319062853343,4.7607534869032895,4-7L3,4,L3,7,8/16/2018,21,Advanced_Floating_Decay,NA,NA,NA,NA,NA
