OTUID,Kingdom,Phylum,Order,Class,Family,Genus,Species
0000672cf37091ed24be6595ac42659c,D_0__Bacteria,D_1__Elusimicrobia,D_2__Elusimicrobia,D_3__LineageIV,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
0002a79d8631cd1555507d23c7c1997d,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__Mitochondria,,
0004f9e2fe26685a8a52da0e4bf2d78c,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Desulfovibrionales,D_4__Desulfovibrionaceae,D_5__Desulfovibrio,D_6__Desulfovibriosp.zt31
001acf50d19847e6b80938bfad04b6f1,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__OxyphotobacteriaIncertaeSedis,D_4__UnknownFamily,D_5__PhormidiumCYN64,D_6__unculturedbacterium
001cf256a455a741cd9ea14cbf9bb51d,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,,,,
001daae44ed56a7fc88a18bb5995bc97,D_0__Bacteria,D_1__Omnitrophicaeota,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
00200e4e1f118907468ee81d746fe7e5,D_0__Bacteria,D_1__Cloacimonetes,D_2__Cloacimonadia,D_3__Cloacimonadales,D_4__GZKB75,D_5__unculturedbacterium,D_6__unculturedbacterium
0020695205d1d334e8d4569e06bf34c2,D_0__Bacteria,D_1__Patescibacteria,D_2__ABY1,D_3__CandidatusMagasanikbacteria,,,
0026a05498a91e547bd2c5890e00379b,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Paludibacteraceae,D_5__uncultured,
002edacc9c3f4e73a6f193d6f58d5cec,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Verrucomicrobiales,D_4__Verrucomicrobiaceae,D_5__Prosthecobacter,D_6__metagenome
0031f49ff2b3fa728f209bdd5024dfea,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__NS11-12marinegroup,D_5__unculturedbacterium,D_6__unculturedbacterium
003f9425fc2e02d7002b8fa5c9a0b3b0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Chromatiales,D_4__Chromatiaceae,D_5__Thiodictyon,D_6__proteobacteriumThd2
004a4652c49b16485d9661bd65d58fc6,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__uncultured,D_6__unculturedChloroflexibacterium
004ecf8543bef7ce2a68a8f9859a86c8,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,
004f618774aa2c2bc53923adaac5c94b,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup19,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
004f6e11af3c66dca040db004f24fb86,D_0__Bacteria,D_1__Omnitrophicaeota,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
0050237ad48e7442413b8c7fb73f4439,D_0__Bacteria,D_1__Patescibacteria,D_2__Gracilibacteria,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
005374c831fa856d6e4c45df235c164f,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Saprospiraceae,D_5__uncultured,D_6__unculturedbacterium
0055be51be59c2883908b892cc730b96,D_0__Bacteria,D_1__Patescibacteria,D_2__Gracilibacteria,D_3__Absconditabacteriales(SR1),,,
0058e1378a56e08c05ca7053888ebf29,D_0__Bacteria,D_1__Fibrobacteres,D_2__Chitinivibrionia,D_3__Chitinivibrionales,D_4__Chitinivibrionaceae,D_5__possiblegenus03,D_6__unculturedbacterium
00659394f18c6aca13400f8bb114035f,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Bacteroidaceae,D_5__Bacteroides,
006c335ac75b4fc8c4e25bad46925c5b,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Desulfarculales,D_4__Desulfarculaceae,D_5__uncultured,D_6__unculturedDesulfuromonadalesbacterium
006c4724a1c9ebcd8f9aa1bd7f8ccca0,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Chloroplast,D_4__Chlorellasp.CC-Bw-9,D_5__Chlorellasp.CC-Bw-9,D_6__Chlorellasp.CC-Bw-9
006e11b2ea1993fe60f255c75ff4ea39,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Oceanospirillales,D_4__Halomonadaceae,D_5__Halomonas,D_6__CandidatusHalomonasphosphatis
0070dd7d595ef728b274ff62d2d4707e,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Desulfovibrionales,D_4__Desulfovibrionaceae,D_5__Desulfovibrio,
0077fdc668333e466859b9903c855dde,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Chromatiales,D_4__Chromatiaceae,D_5__uncultured,
007978dab7aed7eb4d5ffff337638bd2,D_0__Bacteria,D_1__Nitrospinae,D_2__P9X2b3D02,D_3__unculturedprokaryote,D_4__unculturedprokaryote,D_5__unculturedprokaryote,D_6__unculturedprokaryote
007c694338facaab580197b43c1e5ab0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__Magnetospirillaceae,D_5__Phaeospirillum,
0085bcb52048d909d88f8d88b6a93f59,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Syntrophobacterales,D_4__Syntrophaceae,D_5__Desulfomonile,
0087d7b7b3b11429bfe8890273615ddb,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__FamilyXIII,D_5__[Eubacterium]nodatumgroup,D_6__Eubacteriumsp.68-3-10
00888ada14d7fc87ac178f9839ec3c70,D_0__Bacteria,D_1__Actinobacteria,D_2__WCHB1-81,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
008b3e709ef13674e7d701474445fc5a,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__AKYG587,D_6__unculturedbacterium
008ec2f5ffb04c42ff4a4bbe57874db2,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__RuminococcaceaeUCG-010,D_6__unculturedeubacteriumWCHB1-54
008f6b30d3662298fdb4481443bdf9ac,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__unculturedeuryarchaeote,D_4__unculturedeuryarchaeote,D_5__unculturedeuryarchaeote,D_6__unculturedeuryarchaeote
009f27391e5ec1bac1cb0740d6e2d3ee,D_0__Bacteria,D_1__Spirochaetes,D_2__MVP-15,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
00a96fbd0ac34bfd245f9c24f8737f7d,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Lachnospiraceae,D_5__Blautia,
00ad1e28b9799ddbf2d2d254d245f539,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7,D_4__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7,D_5__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7,D_6__CandidatusStaskawiczbacteriabacteriumRIFOXYA2_FULL_32_7
00b569ae8d972a01ccb9eb146519c8ef,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Cytophagales,D_4__Microscillaceae,D_5__uncultured,D_6__unculturedCandidatusNephrothrixsp.
00b7da1df667132b941c4a99bc26b95b,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Ruminococcaceae,D_5__Ruminiclostridium5,D_6__unculturedbacterium
00bb9d41129351817a658f59e1d9d7cc,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Peptococcaceae,D_5__uncultured,
00bdee3162b1629c9709262c6d833e46,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__Leptolinea,D_6__unculturedbacterium
00c20f5bb1c1b668dac0b4aa14d0c28c,D_0__Bacteria,,,,,,
00c2f1ac22761574a76c625dba1015cc,D_0__Bacteria,D_1__Lentisphaerae,D_2__Lentisphaeria,D_3__Victivallales,D_4__vadinBE97,D_5__unculturedbacterium,D_6__unculturedbacterium
00c7840bb74f3c51ae2b406a3b6baa42,D_0__Bacteria,D_1__Rokubacteria,D_2__NC10,D_3__Methylomirabilales,D_4__Methylomirabilaceae,D_5__Sh765B-TzT-35,D_6__unculturedbacterium
00d4306620fb956f4cb8ea6616da13a3,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__RhizobialesIncertaeSedis,D_5__uncultured,D_6__metagenome
00e00796ae551aef4357c3288216052c,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__C0119,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
00e0cd39c66eb8108b51a5552658dd79,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Cytophagales,D_4__Cyclobacteriaceae,D_5__Algoriphagus,
00ed636443286e0ae93a33c4eb25556e,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,,,,
00effb8d7f70592ff457002d3e98d98b,D_0__Bacteria,D_1__Hydrogenedentes,D_2__Hydrogenedentia,D_3__Hydrogenedentiales,D_4__Hydrogenedensaceae,D_5__unculturedFusobacteriabacterium,D_6__unculturedFusobacteriabacterium
00f22fe0aa7d9b976a6a884f493a1b75,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,,
00f822ff32e0dadf5159ba1976c953ad,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,,,,
0102bc779a3edc7dcb4ec3ff8339afee,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Desulfuromonadales,D_4__Geobacteraceae,D_5__Geobacter,D_6__uncultureddeltaproteobacterium
0104037c1fe076ce2f8986e39b8e2598,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae(Subgroup3),D_5__Bryobacter,
010a1b379081d3914ca8dfe60841dbb5,D_0__Bacteria,D_1__Latescibacteria,,,,,
010e5126999f2e56b746142c209340b8,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Brevinematales,D_4__Brevinemataceae,D_5__Brevinema,D_6__unculturedbacterium
0113f5b2841dfb8335872096d0d67cb3,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Clostridiaceae1,D_5__Clostridiumsensustricto18,
0116fb417680524ec9d5ae1640db3c92,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Prevotellaceae,,
011b31a4b104c7a82e50d639a448252d,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__unculturedeuryarchaeote,D_4__unculturedeuryarchaeote,D_5__unculturedeuryarchaeote,D_6__unculturedeuryarchaeote
011e38138e53a55ca388db4f42511b3c,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__Magnetospirillaceae,D_5__Phaeospirillum,
0120cd4b4ffecd77b95b56fe0bb987b4,D_0__Bacteria,D_1__Kiritimatiellaeota,D_2__Kiritimatiellae,D_3__WCHB1-41,,,
0131c00013df74bbfb6cbd7446f749e5,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__env.OPS17,D_5__metagenome,D_6__metagenome
0140c97a49801387e964b61093c1f681,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__metagenome
014b50383f810a48ce46938b6abd002b,D_0__Archaea,D_1__Euryarchaeota,D_2__Thermoplasmata,D_3__uncultured,D_4__unculturedarchaeon,D_5__unculturedarchaeon,D_6__unculturedarchaeon
0150691abf078c1f7485972e4820cff4,D_0__Bacteria,D_1__Bacteroidetes,D_2__OC31,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
0167c76d61787fba4b92c55d9dda5d04,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__A4b,D_5__unculturedbacterium,D_6__unculturedbacterium
016eb492aabc998fa6e1408d626e0c95,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Porphyromonadaceae,D_5__Porphyromonas,
017db3909edac0c2918ca027942aa878,D_0__Bacteria,D_1__Chloroflexi,D_2__NLS2-31,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
017e2ab67280e4fb446bcccf4d1e34cd,D_0__Bacteria,D_1__Acidobacteria,D_2__Holophagae,D_3__Holophagales,D_4__Holophagaceae,D_5__Geothrix,D_6__metagenome
0180bef080e076a5634b49babcbcb691,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Prolixibacteraceae,D_5__uncultured,D_6__unculturedbacterium
0186d84e170b981cadeb1134bfaf8af7,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Caldicoprobacteraceae,D_5__Caldicoprobacter,D_6__unculturedbacterium
018c7af2e763558d0c80c820707596d0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__SAR324clade(MarinegroupB),D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
018d84e5df703862f7d6110d3496bcf9,D_0__Bacteria,,,,,,
01919c91f3ae1505309ed1e1d718accb,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Christensenellaceae,D_5__ChristensenellaceaeR-7group,
0192b0935b92ebb0c1bf60da0605ac90,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__BacteroidetesBD2-2,,
0194f9ea4b815a0b22ca1156ca34efba,D_0__Bacteria,D_1__Armatimonadetes,D_2__uncultured,,,,
019a6ab2c505aa67e79d7d91fc4c034f,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia(Subgroup4),D_3__11-24,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
01a67198b7c7929a1c020ff9ece2ebc4,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Rikenellaceae,D_5__RikenellaceaeRC9gutgroup,D_6__unculturedbacterium
01c92a506425c4a344e2734b6f5a9e11,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__unculturedeuryarchaeote,D_4__unculturedeuryarchaeote,D_5__unculturedeuryarchaeote,D_6__unculturedeuryarchaeote
01cc21fd2d1c6c15b8c084e03ee01f30,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodobacterales,D_4__Rhodobacteraceae,D_5__Tropicimonas,D_6__unculturedbacterium
01d175c31175762ee06b309aab2db991,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,,
01e98b8c2ce0714233b4919c4d025927,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__uncultured,D_6__unculturedChloroflexibacterium
01ef6e90180928443f740f05f424f913,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__CandidatusPacearchaeotaarchaeonRBG_19FT_COMBO_34_9,D_4__CandidatusPacearchaeotaarchaeonRBG_19FT_COMBO_34_9,D_5__CandidatusPacearchaeotaarchaeonRBG_19FT_COMBO_34_9,D_6__CandidatusPacearchaeotaarchaeonRBG_19FT_COMBO_34_9
01f0d787bde0000c7dd84c8c21dc5a92,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__FamilyXI,,
01f65e98eaa4cd42634275650c5abf71,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Haliangiaceae,D_5__Haliangium,
01f795d2d37de1a41235339d93d26a5d,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Oligoflexales,D_4__053A03-B-DI-P58,D_5__uncultureddeltaproteobacterium,D_6__uncultureddeltaproteobacterium
01fcafb5232dec7ff7bb19aaf18ce347,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylococcaceae,D_5__Methyloparacoccus,D_6__unculturedbacterium
020655285d6dfc5c85d762c29fbc5194,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Syntrophomonadaceae,D_5__unculturedbacterium,D_6__unculturedbacterium
0207e055ef15da730987927c53b0086d,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__Kryptoniales,D_4__BSV26,D_5__unculturedChlorobibacterium,D_6__unculturedChlorobibacterium
020a7eca716ee9329863fc0093304d54,D_0__Bacteria,,,,,,
021977435db29afe6fe2d97678694662,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Chloroplast,D_4__Chlorellasp.CC-Bw-9,D_5__Chlorellasp.CC-Bw-9,D_6__Chlorellasp.CC-Bw-9
0219c0e4d57925ca1e0da51da1423499,Unassigned,,,,,,
021aa5a8e793ab07d8986798e1e297d9,D_0__Bacteria,D_1__Proteobacteria,,,,,
022a91368244832b2911fe6fd558b0f4,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__MollicutesRF39,D_4__unidentifiedrumenbacteriumRF39,D_5__unidentifiedrumenbacteriumRF39,D_6__unidentifiedrumenbacteriumRF39
022cacdb43f412c68e5e4f3cf70aafc6,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Chloroplast,,,
0230360840bb8b10351b071015494988,D_0__Bacteria,D_1__Patescibacteria,D_2__Microgenomatia,D_3__CandidatusWoesebacteria,D_4__unculturedMicrogenomatesgroupbacterium,D_5__unculturedMicrogenomatesgroupbacterium,D_6__unculturedMicrogenomatesgroupbacterium
0234344c5194a16654cbdac94efd8de1,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Rhodocyclaceae,D_5__Dechloromonas,
02366206675cfad6b76cb8ea32c979e6,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pasteurellales,D_4__Pasteurellaceae,D_5__Actinobacillus,
023992af7302129fca4b1ddd80d4f7cc,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Paracaedibacterales,D_4__Paracaedibacteraceae,D_5__CandidatusFinniella,
023a4b43bb222f95e14567a9749fa4a6,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,D_5__Solirubrobacteralesbacterium67-14,D_6__Solirubrobacteralesbacterium67-14
023efe8c2aa922496b2b2ae8cef64831,D_0__Archaea,D_1__Euryarchaeota,D_2__Methanobacteria,D_3__Methanobacteriales,D_4__Methanobacteriaceae,D_5__Methanobacterium,D_6__unculturedarchaeon
0242ae7520b425587e30c0292c6a2a5e,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__FamilyXI,,
0246fa62b3f359ffe105c2390484bcad,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Bacteroidaceae,D_5__Bacteroides,
024dbf284b4e78c670db500b9d118710,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Saprospiraceae,D_5__uncultured,D_6__unculturedbacterium
0258e2ff84a6167ad11e86821c22def6,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Coxiellales,D_4__Coxiellaceae,D_5__Coxiella,D_6__unculturedCoxiellaceaebacterium
025abe338554bda203640ea11e16279a,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Chromatiales,D_4__Chromatiaceae,D_5__uncultured,
025c5877b26a95c7aa5a3c7bb411e33f,D_0__Bacteria,D_1__Omnitrophicaeota,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
025e6988e27a1ebaba87e3afa7abc60d,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__SC-I-84,,
0260169ce824d989b8c729dac0506307,D_0__Bacteria,D_1__Gemmatimonadetes,D_2__Gemmatimonadetes,D_3__Gemmatimonadales,D_4__Gemmatimonadaceae,D_5__uncultured,D_6__unculturedsoilbacterium
026b1e3f0bd93fb3c8aede2452dc738a,D_0__Archaea,D_1__Altiarchaeota,D_2__Altiarchaeia,D_3__unculturedarchaeon,D_4__unculturedarchaeon,D_5__unculturedarchaeon,D_6__unculturedarchaeon
0275b2330aec9c7cb02bcc67ed8beecb,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__PeM15,,,
027a87edc5a47c4c19e82c3e2dabb97c,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__Acetobacter,
027c3bfe55097963bc0156c6df1d67e7,D_0__Bacteria,D_1__Fusobacteria,D_2__Fusobacteriia,D_3__Fusobacteriales,D_4__Leptotrichiaceae,D_5__uncultured,D_6__marinemetagenome
0281d3de7453ac2a6618479bbbf2d3e0,D_0__Bacteria,D_1__Kiritimatiellaeota,D_2__Kiritimatiellae,D_3__WCHB1-41,D_4__unculturedVerrucomicrobiabacterium,D_5__unculturedVerrucomicrobiabacterium,D_6__unculturedVerrucomicrobiabacterium
029451da957eb18d6e9bb82bfec84ce5,D_0__Bacteria,D_1__Omnitrophicaeota,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
029e2fb576bb8a1638be6b555147f36f,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales,D_4__BacteroidetesvadinHA17,D_5__unculturedprokaryote,D_6__unculturedprokaryote
029e311ef9c7769743cb368cc9ef502e,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__SJA-28,D_4__ChlorobibacteriumOLB5,D_5__ChlorobibacteriumOLB5,D_6__ChlorobibacteriumOLB5
029e3f5bb49ede8a9f90fbe528ce8bf8,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,,,,
02a3787349102745cf7910cc6a9fba8e,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__unculturedprokaryote,D_6__unculturedprokaryote
02a9c8caad67802b62fbcac8e54185c2,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Chloroplast,,,
02b275d1dc848fe7499a3ef69fbcf778,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,,,,
02b4cbe5c2955ab2f66dc82cdf6dad64,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Aquabacterium,
02b637a1acc4d5ccd629fc3d5205b6b7,Unassigned,,,,,,
02c6c1b620269f4e57e54767e012a520,D_0__Bacteria,D_1__Firmicutes,D_2__Negativicutes,D_3__Selenomonadales,D_4__Veillonellaceae,D_5__Sporomusa,D_6__unculturedbacterium
02ce37bb4d6c046b95fbbe698b6d5eb6,D_0__Bacteria,D_1__Dependentiae,D_2__Babeliae,D_3__Babeliales,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
02d063d7313a213b3bc3cfedcb8fe8da,D_0__Bacteria,D_1__WOR-1,D_2__unculturedbacterium,D_3__unculturedbacterium,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
02d097f5abb01c987dd1630d5ae3b2f5,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylomonaceae,,
02d22cf5cd8f11940eceb737041f682c,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__env.OPS17,D_5__unculturedBacteroidetesbacterium,D_6__unculturedBacteroidetesbacterium
02d37f45629c4adfae251010a6b7c1ab,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__uncultured,D_4__unculturedproteobacterium,D_5__unculturedproteobacterium,D_6__unculturedproteobacterium
02e4a238ed241e444edb8c1b0158875b,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Nanohaloarchaeia,D_3__Aenigmarchaeales,D_4__unculturedarchaeon,D_5__unculturedarchaeon,D_6__unculturedarchaeon
02e98dff9c250a03fed0b0fe0b7deb49,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Syntrophobacterales,D_4__Syntrophaceae,D_5__uncultured,
02eae216f911a7ab14531d8487712c91,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__Spirochaeta2,D_6__unculturedsoilbacterium
02f2c52663e6e072554bb77885a5a804,D_0__Bacteria,D_1__Lentisphaerae,D_2__Lentisphaeria,D_3__Victivallales,D_4__unculturedbacterium,D_5__unculturedbacterium,D_6__unculturedbacterium
02f621f7ecf400420c8818b4575273a6,D_0__Archaea,D_1__Euryarchaeota,D_2__Thermoplasmata,D_3__uncultured,D_4__unculturedarchaeon,D_5__unculturedarchaeon,D_6__unculturedarchaeon
02f9a134a472b08ce07d78beff6ca707,D_0__Archaea,D_1__Nanoarchaeaeota,D_2__Woesearchaeia,D_3__CandidatusDiapherotritesarchaeonADurb.Bin253,D_4__CandidatusDiapherotritesarchaeonADurb.Bin253,D_5__CandidatusDiapherotritesarchaeonADurb.Bin253,D_6__CandidatusDiapherotritesarchaeonADurb.Bin253
03012ba2a222c7d9b9a74089b214c4f2,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__Acinetobacter,
0301f9c397749151cfda28b9337f6b35,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Paenibacillaceae,D_5__Paenibacillus,
